WeatherTime,t-000h,t-006h,t-012h,t-018h,t-024h,t-030h,t-036h,t-042h,t-048h,t-054h,t-060h,t-066h,t-072h,t-078h,t-084h,t-090h,t-096h,t-102h,t-108h,t-114h,t-120h,t-126h,t-132h,t-138h,t-144h,t-150h,t-156h,t-162h,t-168h,t-174h,t-180h,t-186h,t-192h,t-198h
2018-04-15T06:00:00,,18.8888888889,,17.7777777778,17.7777777778,18.3333333333,,,,,,17.7777777778,,17.2222222222,,17.2222222222,,17.2222222222,,17.7777777778,,,,,,15.5555555556,,15.5555555556,,14.4444444444,,,,
2018-04-15T12:00:00,20.5555555556,,,18.8888888889,18.8888888889,18.8888888889,19.4444444444,,19.4444444444,,18.8888888889,,18.3333333333,,18.8888888889,,18.3333333333,,17.7777777778,,17.7777777778,,,,,,16.1111111111,,15,,,,,
2018-04-15T18:00:00,19.4444444444,19.4444444444,,18.3333333333,18.3333333333,18.3333333333,18.3333333333,18.8888888889,,20,,19.4444444444,,17.7777777778,,18.3333333333,,17.7777777778,,16.1111111111,,17.2222222222,,,,,,15,,12.2222222222,,,,
2018-04-16T00:00:00,6.66666666667,15,13.8888888889,,12.2222222222,12.2222222222,12.2222222222,12.2222222222,13.8888888889,,16.1111111111,,16.1111111111,,15,,13.8888888889,,13.8888888889,,12.2222222222,,12.7777777778,,,,,,11.6666666667,,,,,
2018-04-16T06:00:00,3.33333333333,5,7.22222222222,7.22222222222,,8.33333333333,6.11111111111,6.11111111111,6.11111111111,8.88888888889,,9.44444444444,,8.88888888889,,8.88888888889,,7.77777777778,,8.33333333333,,8.33333333333,,7.77777777778,,,,,,8.33333333333,,,,
2018-04-16T12:00:00,,2.77777777778,2.77777777778,2.77777777778,2.22222222222,,4.44444444444,2.22222222222,2.22222222222,2.22222222222,5,,5.55555555556,,5,,4.44444444444,,4.44444444444,,4.44444444444,,4.44444444444,,4.44444444444,,,,,,5,,,
2018-04-16T18:00:00,1.66666666667,,1.11111111111,1.11111111111,1.11111111111,,,1.66666666667,,,,3.33333333333,,4.44444444444,,3.88888888889,,3.33333333333,,2.77777777778,,3.88888888889,,2.77777777778,,3.88888888889,,,,,,3.33333333333,,
2018-04-17T00:00:00,2.22222222222,,,1.11111111111,1.11111111111,1.11111111111,1.11111111111,,2.22222222222,,,,3.88888888889,,3.88888888889,,2.77777777778,,2.22222222222,,1.66666666667,,2.77777777778,,2.22222222222,,3.33333333333,,,,,,2.77777777778,
2018-04-17T06:00:00,,0,0,,0.555555555556,0.555555555556,1.11111111111,1.11111111111,,2.22222222222,1.66666666667,1.66666666667,1.66666666667,2.77777777778,,2.77777777778,,,,1.11111111111,,,,1.66666666667,,1.11111111111,,,,,,,,
2018-04-17T12:00:00,1.11111111111,,2.22222222222,2.22222222222,,2.22222222222,2.22222222222,2.77777777778,2.77777777778,,4.44444444444,5.55555555556,5.55555555556,5.55555555556,3.88888888889,,,,,,2.77777777778,,1.66666666667,,3.88888888889,,2.77777777778,,3.88888888889,,,,,
2018-04-17T18:00:00,,7.22222222222,,6.66666666667,6.66666666667,,6.66666666667,6.11111111111,7.22222222222,7.22222222222,,8.33333333333,7.77777777778,7.77777777778,7.77777777778,6.66666666667,,5,,3.88888888889,,4.44444444444,,3.88888888889,,5.55555555556,,5,,6.11111111111,,,,
2018-04-18T00:00:00,7.77777777778,,8.33333333333,,8.33333333333,8.33333333333,,8.33333333333,8.88888888889,8.88888888889,8.88888888889,,9.44444444444,8.33333333333,8.33333333333,8.33333333333,7.77777777778,,6.66666666667,,6.11111111111,,5,,5,,6.11111111111,,5.55555555556,,6.66666666667,,,
2018-04-18T06:00:00,8.33333333333,8.33333333333,,8.33333333333,,8.88888888889,8.88888888889,,8.88888888889,8.88888888889,8.88888888889,8.88888888889,,8.88888888889,,,,8.33333333333,,7.22222222222,,7.22222222222,,,,5.55555555556,,7.22222222222,,7.77777777778,,,,
2018-04-18T12:00:00,9.44444444444,9.44444444444,9.44444444444,,10.5555555556,,10.5555555556,10,,10,10.5555555556,10.5555555556,9.44444444444,,9.44444444444,,,,8.33333333333,,8.33333333333,,7.77777777778,,6.66666666667,,7.22222222222,,9.44444444444,,,,,
2018-04-18T18:00:00,,11.1111111111,11.1111111111,11.1111111111,,11.6666666667,,10.5555555556,10.5555555556,,10.5555555556,11.1111111111,11.1111111111,11.1111111111,,10.5555555556,10,10,10,10,,10,,9.44444444444,,8.88888888889,,8.88888888889,,,,,,
2018-04-19T00:00:00,10.5555555556,,11.6666666667,11.6666666667,11.6666666667,,12.2222222222,,12.2222222222,12.2222222222,,12.2222222222,13.3333333333,13.3333333333,12.2222222222,,12.2222222222,11.6666666667,11.6666666667,11.6666666667,11.1111111111,,11.1111111111,,11.1111111111,,10.5555555556,,11.1111111111,,,,,
2018-04-19T06:00:00,,12.7777777778,,14.4444444444,14.4444444444,14.4444444444,,13.3333333333,,12.7777777778,12.2222222222,,12.2222222222,,13.8888888889,13.8888888889,,13.8888888889,13.3333333333,13.3333333333,13.3333333333,12.7777777778,,11.6666666667,,11.6666666667,,11.1111111111,,,,,,
2018-04-19T12:00:00,16.6666666667,,13.3333333333,,13.8888888889,13.8888888889,13.3333333333,,12.7777777778,,12.7777777778,11.1111111111,,11.1111111111,12.7777777778,13.3333333333,13.3333333333,,13.3333333333,12.7777777778,12.7777777778,12.7777777778,12.2222222222,,11.1111111111,,11.1111111111,,10.5555555556,,10.5555555556,,,
2018-04-19T18:00:00,3.88888888889,4.44444444444,,4.44444444444,,6.66666666667,6.66666666667,7.22222222222,,7.22222222222,,5.55555555556,4.44444444444,,4.44444444444,7.77777777778,8.88888888889,8.88888888889,,10,10,10,10,10.5555555556,,9.44444444444,,8.88888888889,,10,,9.44444444444,,
2018-04-20T00:00:00,1.66666666667,4.44444444444,4.44444444444,,4.44444444444,,3.33333333333,3.33333333333,3.88888888889,,3.88888888889,,5,3.88888888889,,3.88888888889,5.55555555556,5.55555555556,4.44444444444,,7.77777777778,7.77777777778,7.77777777778,7.77777777778,8.88888888889,,8.88888888889,,8.33333333333,,,,,
2018-04-20T06:00:00,0,0.555555555556,2.22222222222,2.22222222222,,2.22222222222,,1.11111111111,1.11111111111,1.66666666667,,1.66666666667,,2.77777777778,2.22222222222,,2.22222222222,5,5,3.33333333333,,5.55555555556,5,5,5,,,,,7.22222222222,,,,
2018-04-20T12:00:00,-1.11111111111,-0.555555555556,-0.555555555556,0.555555555556,0.555555555556,,0.555555555556,,1.11111111111,1.11111111111,0.555555555556,,1.11111111111,,,,,,4.44444444444,4.44444444444,,,3.88888888889,4.44444444444,4.44444444444,4.44444444444,6.11111111111,,6.11111111111,,6.66666666667,,,
2018-04-20T18:00:00,0,1.11111111111,1.11111111111,0.555555555556,0,0,,-0.555555555556,,0,0,1.11111111111,,1.11111111111,,3.88888888889,3.88888888889,,3.88888888889,5,5,5,,5.55555555556,5.55555555556,5.55555555556,5.55555555556,7.22222222222,,7.22222222222,,7.22222222222,,
2018-04-21T00:00:00,2.77777777778,3.88888888889,2.22222222222,2.22222222222,2.22222222222,2.77777777778,2.77777777778,,1.66666666667,,1.11111111111,1.11111111111,1.66666666667,,1.66666666667,,,,,,5.55555555556,5.55555555556,4.44444444444,,6.11111111111,5,5,5,6.66666666667,,,,,
2018-04-21T06:00:00,,3.88888888889,3.33333333333,2.77777777778,2.77777777778,,3.33333333333,3.33333333333,,2.77777777778,,1.11111111111,1.11111111111,,,0.555555555556,,4.44444444444,4.44444444444,,4.44444444444,5,5,3.33333333333,,5,3.88888888889,3.88888888889,3.88888888889,7.22222222222,,,,
2018-04-21T12:00:00,6.66666666667,,3.33333333333,3.88888888889,3.33333333333,3.33333333333,,3.88888888889,3.88888888889,,2.22222222222,,2.77777777778,2.77777777778,2.22222222222,,2.22222222222,,3.88888888889,3.88888888889,,3.88888888889,5.55555555556,5.55555555556,2.77777777778,,,3.33333333333,3.33333333333,3.33333333333,6.66666666667,,,
2018-04-21T18:00:00,6.66666666667,6.66666666667,,5.55555555556,5,5,5,4.44444444444,3.88888888889,3.88888888889,,3.88888888889,,3.88888888889,3.88888888889,3.88888888889,,3.33333333333,,6.11111111111,5.55555555556,,5.55555555556,6.66666666667,6.66666666667,4.44444444444,,6.66666666667,4.44444444444,4.44444444444,4.44444444444,7.22222222222,,
2018-04-22T00:00:00,11.1111111111,9.44444444444,9.44444444444,,7.22222222222,7.77777777778,7.77777777778,7.77777777778,6.66666666667,6.11111111111,6.11111111111,,6.11111111111,,5.55555555556,5.55555555556,5,,4.44444444444,,6.66666666667,6.11111111111,,6.11111111111,8.33333333333,8.33333333333,5.55555555556,,8.33333333333,5,5,5,7.77777777778,
2018-04-22T06:00:00,,10.5555555556,9.44444444444,9.44444444444,,7.77777777778,7.22222222222,7.22222222222,7.22222222222,7.22222222222,6.66666666667,6.66666666667,,7.22222222222,,6.11111111111,6.11111111111,6.11111111111,,5.55555555556,,8.33333333333,8.33333333333,,8.33333333333,9.44444444444,9.44444444444,8.33333333333,,9.44444444444,6.66666666667,6.66666666667,6.66666666667,
2018-04-22T12:00:00,11.6666666667,,11.6666666667,11.1111111111,11.1111111111,,10.5555555556,10,10,10,8.88888888889,8.33333333333,8.33333333333,,8.33333333333,,8.88888888889,8.88888888889,7.77777777778,,7.22222222222,,8.88888888889,8.88888888889,,8.88888888889,12.2222222222,12.2222222222,10,,10.5555555556,7.22222222222,7.22222222222,7.22222222222
2018-04-22T18:00:00,15,15,,12.7777777778,12.7777777778,12.7777777778,,11.6666666667,11.6666666667,11.6666666667,11.6666666667,10,9.44444444444,9.44444444444,,10,,10,10,8.88888888889,,8.33333333333,,9.44444444444,8.88888888889,,8.88888888889,12.7777777778,12.7777777778,12.7777777778,,11.6666666667,,
2018-04-23T00:00:00,,13.8888888889,13.8888888889,,13.3333333333,12.7777777778,12.7777777778,,,12.2222222222,12.2222222222,12.2222222222,11.6666666667,11.1111111111,11.1111111111,,11.1111111111,,11.1111111111,11.1111111111,10.5555555556,,10,,10.5555555556,10.5555555556,,10.5555555556,13.3333333333,13.3333333333,13.3333333333,,,
2018-04-23T06:00:00,14.4444444444,,14.4444444444,15,,14.4444444444,13.3333333333,13.3333333333,,12.7777777778,13.8888888889,13.8888888889,13.8888888889,12.7777777778,12.2222222222,12.2222222222,,12.2222222222,,11.6666666667,11.6666666667,11.1111111111,,10.5555555556,,11.1111111111,11.6666666667,,11.6666666667,12.7777777778,12.7777777778,12.7777777778,,
2018-04-23T12:00:00,17.2222222222,17.2222222222,,17.2222222222,17.2222222222,,16.6666666667,16.1111111111,16.1111111111,,15,15,15,15,13.8888888889,13.3333333333,13.3333333333,,12.7777777778,,12.7777777778,12.7777777778,,,,,11.6666666667,11.1111111111,,11.1111111111,,,,
2018-04-23T18:00:00,18.3333333333,18.8888888889,17.7777777778,,17.7777777778,17.7777777778,,17.2222222222,16.6666666667,16.6666666667,,15.5555555556,15.5555555556,15.5555555556,15.5555555556,13.3333333333,,,,,,12.2222222222,12.2222222222,,,10,,11.1111111111,,,,12.2222222222,12.2222222222,
2018-04-24T00:00:00,17.2222222222,17.7777777778,17.7777777778,16.6666666667,,17.2222222222,17.2222222222,,16.6666666667,15.5555555556,15.5555555556,,,14.4444444444,14.4444444444,14.4444444444,,13.8888888889,13.8888888889,,,,,,10.5555555556,,9.44444444444,,11.6666666667,12.2222222222,,12.2222222222,,
2018-04-24T06:00:00,15.5555555556,16.6666666667,16.6666666667,16.6666666667,16.1111111111,,16.6666666667,16.6666666667,,15.5555555556,,,,,,,,,13.3333333333,13.3333333333,,12.2222222222,,11.6666666667,11.6666666667,10,,8.88888888889,,11.1111111111,11.6666666667,,11.6666666667,
2018-04-24T12:00:00,16.6666666667,17.2222222222,15,15,15,15.5555555556,,15.5555555556,15.5555555556,,15.5555555556,16.1111111111,16.1111111111,,16.1111111111,16.1111111111,16.1111111111,16.1111111111,14.4444444444,14.4444444444,14.4444444444,,13.8888888889,,12.7777777778,12.7777777778,11.6666666667,,10.5555555556,,12.2222222222,,,
2018-04-24T18:00:00,14.4444444444,14.4444444444,14.4444444444,13.8888888889,13.3333333333,13.3333333333,,,14.4444444444,14.4444444444,,,16.6666666667,16.6666666667,,15.5555555556,15.5555555556,15.5555555556,15.5555555556,13.8888888889,,,,,,,,,,11.1111111111,,,,
2018-04-25T00:00:00,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,,15,15,,15,15.5555555556,15.5555555556,,15,15,15,15,12.7777777778,13.8888888889,13.8888888889,,13.3333333333,,12.2222222222,12.2222222222,11.1111111111,,10.5555555556,,,
2018-04-25T06:00:00,12.2222222222,13.3333333333,13.3333333333,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,,,12.7777777778,12.7777777778,,,13.3333333333,13.3333333333,,13.3333333333,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,,11.6666666667,,11.6666666667,11.6666666667,10.5555555556,,10,,
2018-04-25T12:00:00,13.3333333333,13.3333333333,12.7777777778,12.7777777778,12.7777777778,12.7777777778,13.3333333333,13.3333333333,13.3333333333,13.3333333333,,13.8888888889,13.8888888889,,13.8888888889,13.8888888889,13.8888888889,,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.3333333333,13.3333333333,13.3333333333,,12.7777777778,,13.3333333333,13.3333333333,12.2222222222,,,
2018-04-25T18:00:00,12.2222222222,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,12.2222222222,13.3333333333,13.3333333333,13.3333333333,,,13.3333333333,13.3333333333,,,14.4444444444,14.4444444444,,,13.3333333333,13.3333333333,13.3333333333,12.7777777778,,,,13.3333333333,,,,12.7777777778,,
2018-04-26T00:00:00,12.2222222222,12.7777777778,12.7777777778,12.7777777778,13.3333333333,12.7777777778,12.7777777778,12.7777777778,13.3333333333,13.3333333333,13.3333333333,12.7777777778,,12.7777777778,12.7777777778,,13.3333333333,13.3333333333,13.3333333333,,13.3333333333,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.7777777778,12.7777777778,,12.2222222222,,12.7777777778,12.7777777778,,
2018-04-26T06:00:00,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,12.2222222222,12.2222222222,12.2222222222,,,,,,11.6666666667,11.6666666667,11.6666666667,,11.6666666667,11.1111111111,11.1111111111,11.1111111111,11.1111111111,10.5555555556,10.5555555556,,10.5555555556,,,,
2018-04-26T12:00:00,12.2222222222,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,11.6666666667,11.6666666667,11.6666666667,,,12.2222222222,12.2222222222,,,12.7777777778,12.7777777778,,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10,11.1111111111,11.1111111111,,,,,
2018-04-26T18:00:00,,14.4444444444,12.7777777778,13.8888888889,13.8888888889,13.8888888889,13.8888888889,14.4444444444,14.4444444444,14.4444444444,14.4444444444,13.8888888889,14.4444444444,14.4444444444,13.3333333333,,13.3333333333,13.3333333333,,,11.6666666667,11.6666666667,,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,11.1111111111,11.1111111111,,11.1111111111,,
2018-04-27T00:00:00,16.1111111111,,16.1111111111,14.4444444444,15,15,15,15,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.3333333333,13.8888888889,13.8888888889,13.8888888889,,12.7777777778,12.7777777778,,11.1111111111,,,,,10,10,10,,,,,,
2018-04-27T06:00:00,12.7777777778,13.8888888889,,13.8888888889,13.3333333333,13.8888888889,13.8888888889,13.8888888889,13.8888888889,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,11.1111111111,,,,,,,,,10.5555555556,,,,11.1111111111,,,,
2018-04-27T12:00:00,13.3333333333,13.8888888889,13.3333333333,,13.3333333333,13.3333333333,13.3333333333,12.2222222222,12.2222222222,12.2222222222,13.3333333333,12.7777777778,12.7777777778,12.7777777778,,,,,,,,,,,,,,,,,11.6666666667,,,
2018-04-27T18:00:00,11.1111111111,12.2222222222,12.2222222222,12.2222222222,,12.2222222222,12.2222222222,12.2222222222,11.6666666667,11.6666666667,11.6666666667,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.2222222222,11.6666666667,,,,,11.6666666667,12.7777777778,12.7777777778,,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.6666666667,,
2018-04-28T00:00:00,11.6666666667,12.7777777778,11.6666666667,11.6666666667,11.6666666667,,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,11.6666666667,11.6666666667,11.1111111111,,10.5555555556,10.5555555556,,11.1111111111,12.2222222222,12.2222222222,,10.5555555556,10.5555555556,10.5555555556,10.5555555556,12.2222222222,
2018-04-28T06:00:00,8.88888888889,10,10,10,10,10,,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,11.1111111111,11.1111111111,11.1111111111,11.1111111111,,,,10,,9.44444444444,9.44444444444,,10,10.5555555556,10.5555555556,,9.44444444444,,,,
2018-04-28T12:00:00,7.77777777778,12.2222222222,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,,10,10,10,10,10,10,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10,9.44444444444,9.44444444444,8.33333333333,,8.33333333333,8.33333333333,,8.33333333333,8.88888888889,8.88888888889,,8.88888888889,9.44444444444,9.44444444444,9.44444444444
2018-04-28T18:00:00,,8.33333333333,7.77777777778,8.88888888889,8.88888888889,8.88888888889,8.88888888889,9.44444444444,,10,10,10,10.5555555556,10.5555555556,10.5555555556,11.1111111111,10.5555555556,10.5555555556,10.5555555556,10,9.44444444444,9.44444444444,8.88888888889,,9.44444444444,9.44444444444,,9.44444444444,10,10,,,8.88888888889,8.88888888889
2018-04-29T00:00:00,8.33333333333,,8.33333333333,8.33333333333,8.33333333333,8.33333333333,8.33333333333,8.33333333333,10,,10.5555555556,10.5555555556,10.5555555556,10,10,10,10.5555555556,11.1111111111,11.1111111111,11.1111111111,10.5555555556,10,10,8.33333333333,,8.88888888889,8.88888888889,,8.88888888889,10.5555555556,10.5555555556,,,
2018-04-29T06:00:00,,7.77777777778,,7.77777777778,8.88888888889,7.77777777778,7.77777777778,7.77777777778,7.77777777778,8.88888888889,,8.88888888889,8.88888888889,8.88888888889,8.88888888889,8.88888888889,8.88888888889,8.88888888889,9.44444444444,9.44444444444,9.44444444444,,,,,,8.33333333333,8.33333333333,,8.88888888889,9.44444444444,9.44444444444,,
2018-04-29T12:00:00,8.33333333333,,6.11111111111,,6.11111111111,6.11111111111,6.11111111111,6.11111111111,6.11111111111,6.11111111111,7.22222222222,,7.22222222222,7.22222222222,7.77777777778,7.77777777778,7.77777777778,7.77777777778,8.33333333333,,,,9.44444444444,8.33333333333,8.33333333333,7.77777777778,,,,,8.33333333333,8.88888888889,8.88888888889,
2018-04-29T18:00:00,,1.66666666667,,1.11111111111,,1.66666666667,2.77777777778,3.33333333333,3.33333333333,3.33333333333,3.33333333333,5.55555555556,,6.66666666667,6.66666666667,7.77777777778,9.44444444444,9.44444444444,9.44444444444,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10,,9.44444444444,9.44444444444,,8.88888888889,8.33333333333,7.77777777778
2018-04-30T00:00:00,6.66666666667,,3.33333333333,,3.33333333333,,3.33333333333,4.44444444444,5,5,5,5,6.66666666667,,7.22222222222,7.22222222222,7.22222222222,8.88888888889,8.88888888889,8.88888888889,10,10,10,10,10,10,10,9.44444444444,,10,10,,9.44444444444,8.88888888889
2018-04-30T06:00:00,5,5,,3.88888888889,,4.44444444444,,4.44444444444,4.44444444444,4.44444444444,4.44444444444,4.44444444444,4.44444444444,3.88888888889,,4.44444444444,4.44444444444,5,7.22222222222,7.22222222222,7.22222222222,8.33333333333,10,10,10,10,10.5555555556,10.5555555556,9.44444444444,,10,10,,
2018-04-30T12:00:00,0.555555555556,7.77777777778,4.44444444444,,4.44444444444,,3.88888888889,,3.88888888889,3.88888888889,3.88888888889,3.88888888889,3.88888888889,3.88888888889,4.44444444444,,4.44444444444,4.44444444444,,,,,8.88888888889,10.5555555556,10.5555555556,10.5555555556,9.44444444444,10,10,10,,9.44444444444,9.44444444444,
2018-04-30T18:00:00,3.33333333333,3.33333333333,4.44444444444,4.44444444444,,4.44444444444,,5,,5.55555555556,5.55555555556,6.66666666667,6.66666666667,6.66666666667,6.66666666667,7.22222222222,,7.77777777778,7.77777777778,8.33333333333,10,10,10,11.1111111111,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10,,9.44444444444,8.88888888889
2018-05-01T00:00:00,6.66666666667,6.66666666667,6.11111111111,7.22222222222,6.66666666667,,6.66666666667,,7.22222222222,,7.22222222222,7.22222222222,7.22222222222,7.22222222222,7.22222222222,7.22222222222,6.66666666667,,7.22222222222,7.22222222222,7.77777777778,9.44444444444,9.44444444444,9.44444444444,10.5555555556,,,,,,,,,
2018-05-01T06:00:00,5.55555555556,6.11111111111,6.11111111111,7.22222222222,6.66666666667,7.77777777778,,7.77777777778,,7.77777777778,,7.77777777778,7.77777777778,8.33333333333,8.88888888889,8.88888888889,8.88888888889,8.88888888889,,8.33333333333,8.33333333333,8.88888888889,10,10,10,10.5555555556,11.1111111111,11.1111111111,11.1111111111,11.6666666667,11.6666666667,11.6666666667,,
2018-05-01T12:00:00,10,10,7.77777777778,7.77777777778,7.77777777778,8.88888888889,8.88888888889,,8.88888888889,,8.33333333333,,8.33333333333,8.33333333333,7.77777777778,8.33333333333,8.33333333333,8.33333333333,8.33333333333,,8.88888888889,8.88888888889,8.33333333333,9.44444444444,9.44444444444,9.44444444444,10,11.6666666667,11.6666666667,11.6666666667,11.1111111111,11.1111111111,11.1111111111,
2018-05-01T18:00:00,,8.88888888889,8.88888888889,6.66666666667,6.66666666667,8.33333333333,8.88888888889,8.88888888889,,8.88888888889,,9.44444444444,,9.44444444444,9.44444444444,9.44444444444,10,10,10,10.5555555556,,10,10,10,10.5555555556,10.5555555556,10.5555555556,11.1111111111,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10,10
2018-05-02T00:00:00,,,11.1111111111,11.1111111111,10,10,10.5555555556,10.5555555556,10.5555555556,,10,,10,,10,10,10,,,,10,,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.6666666667,12.2222222222,12.2222222222,12.2222222222,11.6666666667,
2018-05-02T06:00:00,,,,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,10.5555555556,,11.1111111111,,11.1111111111,,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,12.2222222222,,12.2222222222,12.2222222222,12.2222222222,11.6666666667,11.6666666667,11.6666666667,,,,,12.2222222222
2018-05-02T12:00:00,,,,,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,,10.5555555556,,10.5555555556,,11.1111111111,11.1111111111,11.1111111111,,,,,,11.6666666667,11.6666666667,11.6666666667,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.6666666667,11.6666666667,11.6666666667
2018-05-02T18:00:00,,,,,,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.1111111111,11.1111111111,,11.1111111111,,11.6666666667,,11.6666666667,11.6666666667,12.2222222222,12.7777777778,12.7777777778,12.7777777778,13.3333333333,,12.7777777778,12.7777777778,12.7777777778,12.2222222222,12.2222222222,12.2222222222,12.2222222222,11.1111111111,
2018-05-03T00:00:00,,,,,,,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,,12.2222222222,,12.7777777778,,12.2222222222,12.2222222222,12.7777777778,13.3333333333,13.3333333333,13.3333333333,,,13.3333333333,13.3333333333,13.3333333333,11.6666666667,11.6666666667,11.6666666667,,
2018-05-03T06:00:00,,,,,,,,,,12.7777777778,12.7777777778,12.7777777778,12.7777777778,12.7777777778,,12.7777777778,,13.3333333333,,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,13.8888888889,14.4444444444,,13.8888888889,13.8888888889,13.8888888889,13.3333333333,13.3333333333,13.3333333333,
2018-05-03T12:00:00,,,,,,,,,13.3333333333,13.3333333333,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.2222222222,,12.2222222222,,12.7777777778,,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.8888888889,,14.4444444444,14.4444444444,14.4444444444,12.7777777778,12.7777777778,12.7777777778
2018-05-03T18:00:00,,,,,,,,,,11.6666666667,11.6666666667,12.2222222222,12.2222222222,12.2222222222,12.2222222222,12.7777777778,,13.3333333333,,13.3333333333,,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,14.4444444444,,14.4444444444,14.4444444444,13.8888888889,,
2018-05-04T00:00:00,,,,,,,,,,,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.3333333333,13.8888888889,,13.8888888889,,14.4444444444,,14.4444444444,14.4444444444,14.4444444444,14.4444444444,14.4444444444,14.4444444444,15,,15,15,14.4444444444,
2018-05-04T06:00:00,,,,,,,,,,,,13.8888888889,13.8888888889,15,15,15,15,15,,15,,15,,15,15,15.5555555556,15.5555555556,15.5555555556,15.5555555556,16.1111111111,,,,
2018-05-04T12:00:00,,,,,,,,,,,,,15,15,14.4444444444,14.4444444444,14.4444444444,14.4444444444,14.4444444444,,15.5555555556,,14.4444444444,,14.4444444444,14.4444444444,15,15,15,15,15.5555555556,,,
2018-05-04T18:00:00,,,,,,,,,,,,,,13.8888888889,13.8888888889,14.4444444444,14.4444444444,14.4444444444,14.4444444444,,,,,15,,,,15,14.4444444444,14.4444444444,14.4444444444,,,
2018-05-05T00:00:00,,,,,,,,,,,,,,,14.4444444444,14.4444444444,14.4444444444,14.4444444444,,,15,,,,,,15,15,15.5555555556,,,,15.5555555556,
2018-05-05T06:00:00,,,,,,,,,,,,,,,,15,15,15.5555555556,15.5555555556,15.5555555556,15.5555555556,16.1111111111,,16.1111111111,,16.1111111111,,15.5555555556,15.5555555556,16.1111111111,,,,
2018-05-05T12:00:00,,,,,,,,,,,,,,,,,15.5555555556,15.5555555556,,,15,15,15.5555555556,,15.5555555556,,15.5555555556,,16.1111111111,16.1111111111,15.5555555556,,,
2018-05-05T18:00:00,,,,,,,,,,,,,,,,,,16.1111111111,16.1111111111,16.6666666667,16.6666666667,16.1111111111,16.1111111111,16.6666666667,,16.1111111111,,16.1111111111,,,,16.1111111111,,
2018-05-06T00:00:00,,,,,,,,,,,,,,,,,,,,,,,16.6666666667,16.6666666667,16.1111111111,,15.5555555556,,16.6666666667,,,,,
2018-05-06T06:00:00,,,,,,,,,,,,,,,,,,,,,,,,15.5555555556,15.5555555556,15.5555555556,,15,,15.5555555556,,,,
2018-05-06T12:00:00,,,,,,,,,,,,,,,,,,,,,,,16.1111111111,16.1111111111,16.1111111111,16.1111111111,15,,14.4444444444,,15,,,
2018-05-06T18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5555555556,,15,,14.4444444444,,
2018-05-07T00:00:00,,,,,,,,,,,,,,,,,,,,,,,15.5555555556,15.5555555556,15.5555555556,15.5555555556,15,15,,,,,15,
2018-05-07T06:00:00,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,14.4444444444,14.4444444444,15,,,,
